Puntuación,Dirección,Guionista,Argumento,Nombre de la película,ID de la película,Genero
"4,4","Dirección
Sinan Çetin
Guión
Sinan Çetin
Reparto principal
Okan BayülgenTeomanYasemin Kozanoglu",Sinan Çetin,"The friendship of Gökhan and Ömer is challenged when Ömer falls in love with beautiful Yasemin. Gökhan frames his best friend Ömer for a murder, subsequently Ömer must leave the country. Yasemin, grieving over the loss of her love Ömer, gets closer to Gökhan, who works in her cruel father's shady business.",Romantik,tt0314589,Romance
"5,9",Desconocido,Eric RothCurtis Hanson,"Un jugador de póquer famoso intenta ganar un torneo en Las Vegas, sin embargo está librando una batalla perdida con sus problemas personales.",Lucky You,tt0338216,Romance
"4,6",Desconocido,E. Paul Edwards,Sometimes we fight with fists and sometimes we kill with words.,Fighting Words,tt0354578,Romance
"7,1",Desconocido,Jason Rosette,"Accompanied by her illegal immigrant companion, a woman desperate to clone her deceased child steals cash and heads across country in search of a maverick animal cloning expert who says he can help her.",Susan Hero,tt0362209,Romance
"5,1",Desconocido,Dale DavisJennifer Harper,Cedric Tinsel (Allen Payne) is a 27-year-old professional basketball player. He is on a verge of signing a lucrative endorsment contract and proposing to his girlfriend Jill Hamlin (Chelsi Smith).,Playas Ball,tt0368151,Romance
"3,8","Dirección
Roger Larry
Guión
Roger LarrySandra Tomc
Reparto principal
Sebastian SpenceCrystal BubléA.C. Peterson",Roger LarrySandra Tomc,"Fifteen years after he last saw him, Danny Cimmerman, a Toronto banker, comes back to Vancouver to say goodbye to his ethnic Croatian gangster father, John Cimmerman, who is on his death bed. Danny never approved of how his father made a living, the reason why Danny left town in the first place, and conversely John felt Danny was a disappointment. Regardless, John's d... Leer todo",Crossing,tt0370433,Romance
"4,6",Desconocido,Anne Norda,"The tense marriage between two painters is shaken and stirred when the husband's provocative free-spirited nude model ignites his wife's sexual and spiritual awakening. In a three way game of subtle seduction, each of the three confront desires and frustrations that threaten to destroy the illusions of their lives.",Red Is the Color of,tt0373263,Romance
"6,0",Desconocido,Duncan BrantleyRick Reilly,"En 1925, un jugador de fútbol profesional emprendedor convence al héroe del fútbol americano universitario demasiado bueno para ser verdad de Estados Unidos de jugar para su equipo y evitar que la liga se arruine.",Leatherheads,tt0379865,Romance
"6,5",Desconocido,Jean-Claude SchlimChristian ThiryRobert David Graham,"Dos jóvenes almas gemelas se encuentran mientras trabajan en un club para hombres. Eventualmente, uno contrae el SIDA.",House of Boys,tt0405022,Romance
"6,4",Desconocido,Gustin NashC.D. Payne,"Mientras sus horribles padres se tambalean al borde del divorcio, Nick Twisp pone su mirada en la chica de sus sueños Sheeni Saunders, con la esperanza de que ella sea la que le quite la virginidad.",Youth in Revolt,tt0403702,Romance
"6,6","Dirección
Márta Mészáros
Guión
Márta MészárosÉva Pataki
Reparto principal
Enikõ EszenyiErnõ FeketeZsuzsa Czinkóczi",Márta MészárosÉva Pataki,"This film is the first one since the political changes in Hungary to deal with the topic of informants. It vividly depicts the atmosphere of Hungarian society in the seventies. The protagonist is Peter, a literary critic, is tasked by the secret police to persuade Social Democratic politician, Anna Kethly, who has been living in exile for decades, to return home. Keth... Leer todo",Utolsó jelentés Annáról,tt0407852,Romance
"4,4",Desconocido,Anton Pardoe,"Against the backdrop of a noirish dreamscape, a tortured man returns to the city he swore he would never return to, in order to save the woman he has always loved yet can never have.",The Perfect Sleep,tt0435716,Romance
"6,7",Desconocido,Roger Lim,"Eric, an American-born Asian college graduate, must steal a younger student's identity to take back the one last year of baseball eligibility that he lost when his dad passed away. Monica, his coach's All-American co-ed daughter, must ascertain her own questionable identity to come to terms with the years of abuse that she suffered after her mother passed away. Throug... Leer todo",AmerAsian,tt0437065,Romance
"8,1",Desconocido,Desconocido,,Why George?,tt0437550,Romance
"3,5","Dirección
Ajay Chandhok
Guión
Shabbir AhmedYunus Sajawal
Reparto principal
Arshad WarsiAashish ChaudharyYash Tonk",Shabbir AhmedYunus Sajawal,Two men abduct a woman who wants to alienate them from their friend.,Kisse Pyaar Karoon?,tt0438894,Romance
"5,2",Desconocido,James Kerwin,"Hoyle, a girl with a sharp mind and a weakness for bourbon, finds herself on the trail of a reclusive genius. But her work takes a series of unforeseen twists as events around her grow increasingly fragmented... disconnected... surreal. With an ethereal lounge singer and her loyal partner as her only allies, Hoyle is plunged into a dark world of intrigue and earth-sha... Leer todo",Yesterday Was a Lie,tt0448182,Romance
"5,4",Desconocido,Léon DesclozeauxPeter GelfanGelfan Peter,,"Cargo, les hommes perdus.",tt0437462,Romance
"4,0",Desconocido,Shiraz Ahmed,"Con la esperanza de que el destino los vuelva a unir, una pareja, a punto de casarse, intenta encontrar a cada uno.",Milenge Milenge,tt0443331,Romance
"5,8",Desconocido,Chris D'ArienzoFrank Turner Hollon,"Barry Munday wakes up after being attacked to realize that he's missing his family jewels. To make matters worse, he learns he's facing a paternity lawsuit filed by a woman he can't remember having sex with.",Barry Munday,tt0482461,Romance
"6,6","Dirección
Takeshi Kobayashi
Guión
Chika KanShunji Iwai
Reparto principal
Jin AkanishiKie KitanoKengo Kôra",Chika KanShunji Iwai,Four boys have their friendship and musical talents tested in the ever changing worlds of the music industry and real life in 1990s Japan.,Bandeiji,tt0482459,Romance
"6,6",Desconocido,Roger TowneJoe Coomer,"A man in search of his past, and a woman who lives in the moment, are brought together when they pursue the origins of a stray parrot in this comedic and romantic drama.",A Bird of the Air,tt0448022,Romance
"5,9",Desconocido,Pete JonesPeter FarrellyKevin Barnett,"Rick y Fred, dos esposos que están teniendo dificultades en sus matrimonios, reciben carta blanca por parte de sus esposas: durante una semana, pueden hacer lo que quieran.",Hall Pass,tt0480687,Romance
"5,8",Desconocido,Jennie Snyder UrmanEmily Giffin,"La amistad se pone a prueba y los secretos salen a la superficie cuando Rachel, soltera terminal, se enamora de Dex, el prometido de su mejor amiga Darcy.",Something Borrowed,tt0491152,Romance
"6,0",Desconocido,Karyn BosnakGabrielle AllanJennifer Crittenden,Una mujer recuerda a los últimos 19 hombres con los que ha estado y se pregunta si uno de ellos podría ser su amor verdadero.,What's Your Number?,tt0770703,Romance
"8,3","Dirección
Emmett Loverde
Guión
Emmett Loverde
Reparto principal
Bill MendietaTom SchanleyJennifer Siebel Newsom",Emmett Loverde,A young man learns to let go of worn-out dreams in order to make room for new love.,Till You Get to Baraboo,tt0770819,Romance
"7,3",Desconocido,Daniel TaplitzLouis de Bernières,Basado en la historia real del Perro Rojo que unió a una comunidad local mientras recorría el interior de Australia en busca de su amo perdido hace mucho tiempo.,Red Dog,tt0803061,Romance
"6,1","Dirección
Terracino
Guión
Terracino
Reparto principal
Elena GoodeGuillermo IvánRobin de Jesus",Terracino,"Two stages of a Dominican-American's life; first as a boy trying to bond with his young mother, then a 21-year-old looking for love in New York City.",Elliot Loves,tt0790653,Romance
"5,0","Dirección
Glenio Bonder
Guión
Glenio BonderVincenzo CeramiAlbert Cohen
Reparto principal
Jonathan Rhys MeyersNatalia VodianovaEd Stoppard",Glenio BonderVincenzo CeramiAlbert Cohen,Un funcionario de alto rango judío tiene un romance con la esposa protestante de uno de sus empleados.,Belle du Seigneur,tt0810772,Romance
"6,4","Dirección
Jake Torem
Guión
Jake Torem
Reparto principal
Jake ToremShirly BrenerLuca Bercovici",Jake Torem,"Unlucky in love, strangled at work, and tormented at home, Joel Slater is desperately searching for a way to juggle his life. But sometimes, the secret to happiness begins with letting go.",Letting Go,tt0865557,Romance
"4,5",Desconocido,Bryan FogelSam Wolfson,Comedia romántica acerca de dos amigos de la infancia que se reúnen despues de muchos años. Uno de ellos le pide al otro que finja ser judío para conquistar a una chica judía.,Jewtopia,tt0878814,Romance
"7,3",Desconocido,Shelley DotyG.B. HajimJulia Ransom,"In a dystopian spacefaring future, Naia, a female guitarist, and Parker, a female saxophonist, fall in love and form a successful band together. A sleazy music producer breaks them up. When his acts start dying, Parker must save Naia.",Strange Frame: Love & Sax,tt0969345,Romance
"3,5",Desconocido,Sam Logan Khaleghi,US Army Staff Sergeant Wesley Kent returns from the war abroad and must now fight the threat of corruption and deception in his hometown at all personal costs.,Approaching Midnight,tt0837559,Romance
"7,0",Desconocido,Saul DibbMatt CharmanIrène Némirovsky,"Durante los primeros años de la ocupación nazi de Francia en la Segunda Guerra Mundial, el romance se desarrolla entre Lucile Angellier (Michelle Williams), un aldeano francés, y Bruno von Falk (Matthias Schoenaerts), un soldado alemán.",Suite Française,tt0900387,Romance
"8,6",Desconocido,Govind MishraJeetendar Srivastav,,Life Mein Twist Hai,tt10006510,Romance
Desconocido,"Dirección
Aleksandr Kananovich
Reparto principal
Ilya KapanetsKostya KapskiyAndrey Karako",Ilya KapanetsKostya KapskiyAndrey Karako,,Zvyozdy svetyat vsem,tt10035404,Romance
Desconocido,Desconocido,Desconocido,,Hum tum,tt10039022,Romance
"6,9","Dirección
Nitram Nosirrag
Guión
Martin Garrison
Reparto principal
Matthew O. SloanKim Jiang DubaniewiczLuona Wang",Martin Garrison,"A bad-boy bachelor falls for his nemesis and downstairs neighbor, a conservative chinese-american acupuncturist. Just as he becomes more family-oriented, an offensive bet he made about her is revealed, and he must scramble amidst a colorful array of characters to win back her heart. Cinematography by oscar nominee james laxton (moonlight). Shot for under $100,000 in o... Leer todo",Jackson Arms,tt0850678,Romance
"5,6","Dirección
Sukhwant Dhadda
Guión
Sukhwant DhaddaHarinderVivek Kumar
Reparto principal
Vinod KhannaSudhanshu PandeyMohnish Behl",Sukhwant DhaddaHarinderVivek Kumar,"El huérfano Simran se casa con Aman, un oficial del ejército. Tras la muerte de Aman, Simran promete cuidar a su familia. Las esposas de los suegros crean divisiones. Simran lucha por reunir a la familia y cumplir su promesa.",Chooriyan,tt0977643,Romance
"6,6",Desconocido,Desconocido,,Pushing the Envelope,tt0119966,Thriller
"5,2",Desconocido,Bryan Johnson,A man who performs as a children's birthday party clown tries to piece his life back together after being gang-raped.,Vulgar,tt0120467,Thriller
"4,9",Desconocido,Kikuo Kawasaki,"The entangled stories around the life of Elsie Taryn Townsendz, who becomes rich from being a country town's girl.",Lured Innocence,tt0122161,Thriller
"4,6","Dirección
N. Chandra
Guión
N. ChandraRajeev KaulPraful Parekh
Reparto principal
GovindaTabuKarisma Kapoor",N. ChandraRajeev KaulPraful Parekh,"Filled with vengeance, a simple man turns into a hardcore criminal in order to avenge the destruction of his family.",Shikari,tt0120117,Thriller
"4,4",Desconocido,Richard Beattie,"A dark, comedic thriller about fraud, bank robbers, and a search for love.",The Highwayman,tt0120698,Thriller
"7,1","Dirección
Fernando Venturini
Reparto principal
Víctor MayoJuan Carlos VellidoBasilio Alvarez",Víctor MayoJuan Carlos VellidoBasilio Alvarez,"Somewhere in Latin America, there appears overnight the corpse of a known mobster, Miguel ""el chino"" Sanabria. The evidence suggests that his death was a brutal crime of passion, an explanation that satisfies everyone except Ferrán, a grim and bitter detective from the slums of the city, who suspects that there may be something more sinister behind this crime than sim... Leer todo",3 noches,tt0114722,Thriller
"2,8","Dirección
David A. Goldberg
Guión
Coven Balfour
Reparto principal
Lou ConsoloLisa DelienJohn Henchar",Coven Balfour,"A pair of down on their luck friends in debt to the mob, find that a demented mafia hitman is the least of their worries when they attempted to rob a mysterious newcomer to their town in this sexy tale of terror.",Eyes Are Upon You,tt0126899,Thriller
"7,8",Desconocido,David Ayer,"En su primer día de trabajo como oficial de narcóticos, un policía novato acaba con un inusual detective que no es lo que parece.",Training Day,tt0139654,Thriller
"5,3",Desconocido,Howard SwindleRon L. Brinkerhoff,A un detective que está siendo acosado por un asesino en serie se le pide que se registre en una clínica que trata a los agentes de la ley que no pueden hacer frente a sus trabajos.,D-Tox,tt0160184,Thriller
"6,5",Desconocido,Tom ClancyPaul AttanasioDaniel Pyne,"El analista de la CIA Jack Ryan debe detener los planes de una facción neonazi que amenaza con incitar conflicto entre los EE. UU. y el nuevo presidente ruso al detonar un arma nuclear en un partido de fútbol en Baltimore, Maryland.",The Sum of All Fears,tt0164184,Thriller
"5,9",Desconocido,Matt DillonBarry Gifford,"Un estafador viaja a Camboya para cobrar su parte en una estafa de seguros, pero descubre más de lo que esperaba.",City of Ghosts,tt0164003,Thriller
"5,2","Dirección
Denise Riley
Guión
Johnny Keatth
Reparto principal
Johnny KeatthDavid SpenceJames P. Bennett",Johnny Keatth,"A sexy blond hairdresser from the mid-west inherits her father's Beverly Hills apartment complex along with a creepy gardener and a slew of murders. Things get complicated when the dectective on the case falls for her. Slashes, gashes, sex and surprises abound in the murder mystery.",Silent Screamplay,tt0160870,Thriller
"4,6","Dirección
Doug Greenall
Guión
Doug Greenall
Reparto principal
Stacy FairClare LapinskieBruce Dawson",Doug Greenall,"Lanalee's life looks rosy until her estranged sister, Blue, appears. Blackmailed by her disturbed sibling, Lanalee is suddenly fighting to protect a terrifying secret. Blue and Lanalee hide a dark past from their men # a fiancé and a lover # as a rollercoaster journey to their childhood home challenges their relationships. Painful memories resonate from an abandoned f... Leer todo",Sister Blue,tt0201934,Thriller
"4,2","Dirección
Yolanda Darnell
Guión
Yolanda Darnell
Reparto principal
Mary DeeSteven GridleyG. Anthony Joseph",Yolanda Darnell,A young woman experiences a living nightmare with the man of her dreams.,Terror in the Darkness,tt0215244,Thriller
"4,0",Desconocido,Silvio PollioDanny Wattley,"A struggling filmmaker finds himself involved in a dark world of guns, drugs and prostitution.",How It All Went Down,tt0243652,Thriller
"6,3","Dirección
Andy Graydon
Guión
Andy GraydonBenjamin Meyer
Reparto principal
Patrick ClearAndrew RothenbergMariann Mayberry",Andy GraydonBenjamin Meyer,Life Sentence is a psychological thriller chronicling the turbulent and deadly relationship between a burned-out critic and a brilliant but unstable writer.,Life Sentence,tt0218400,Thriller
"5,0","Dirección
Roberto Monticello
Guión
Melanie ForchettiRoberto Monticello
Reparto principal
Christine CaleoAmy RussDan Green",Melanie ForchettiRoberto Monticello,"A brutal double murder in a hotel room. A suspect confesses at the scene. An open and shut case turns into a psychological thrill ride as tough NY detective, Gloria Hernandez starts a crusade to prove confessor Janie Holtz innocent despite her adamant admissions of guilt.",Till Proven Innocent,tt0235219,Thriller
"6,4","Dirección
Tony Piccirillo
Guión
Tony PiccirilloTony Piccirillo
Reparto principal
James MarsdenScott SpeedmanSofía Vergara",Tony PiccirilloTony Piccirillo,Tom (Speedman) and Dan's (Marsden) one-night stand turns into an intense power-play between captor and captive.,The 24th Day,tt0246404,Thriller
"6,0","Dirección
Rex Hauck
Guión
Chad DraperRex Hauck
Reparto principal
Salvator XuerebGeorge FaughnanStephanie Astalos-Jones",Chad DraperRex Hauck,Three lunatics escape from a mental institution only to find the real world is crazier than they ever were.,False River,tt0160261,Thriller
"5,9","Dirección
Roger Spottiswoode
Guión
Patricia HighsmithWilliam Blake HerronDonald E. Westlake
Reparto principal
Barry PepperJacinda BarrettIan Hart",Patricia HighsmithWilliam Blake HerronDonald E. Westlake,Un estafador profesional oculta la muerte de un artista famoso para ganar dinero vendiendo cuadros en su propio nombre.,Ripley Under Ground,tt0219171,Thriller
"3,3","Dirección
Jason J. Tomaric
Guión
Jason J. Tomaric
Reparto principal
Jeff St. ClairGary SkibaJames Kisicki",Jason J. Tomaric,"Humanity is on the verge of extinction after nuclear fallout from the war renders every living thing on Earth infertile. Chancellor Derek Strombourg, mourning the death of his daughter, must find the one person whose genetic structure can bring life to thousands of dormant human clones. Fighting him is an underground rebellion struggling to prevent this awesome power ... Leer todo",Cl.One,tt0227189,Thriller
"6,4","Dirección
Patrick Bouchitey
Guión
Jackie BerroyerPatrick BouchiteyGilles Laurent
Reparto principal
Patrick BouchiteyLaetitia ChardonnetIsabelle Renauld",Jackie BerroyerPatrick BouchiteyGilles Laurent,A literary professor who suffers from writer's block decides to kidnap one of his female students in order to promote her brilliant essay that reminds him of his own work as his own.,Imposture,tt0261759,Thriller
"5,5","Dirección
Gary Lennon
Guión
Gary Lennon
Reparto principal
Milla JovovichAngus MacfadyenStephen Dorff",Gary Lennon,"Una joven ejecuta un elaborado plan de venganza debido a su adicción, obsesión y abuso que pasa.",.45,tt0259822,Thriller
"6,9","Dirección
Michele Soavi
Guión
Massimo CarlottoLorenzo FavellaMichele Soavi
Reparto principal
Alessio BoniMichele PlacidoIsabella Ferrari",Massimo CarlottoLorenzo FavellaMichele Soavi,"Giorgio Pellegrini, a former left-wing activist turned terrorist has fled to Central America and fought with a guerrilla movement. Fifteen years later he is fed up with living in the jungle and decides to return to Italy. What he wants is to lead a comfortable bourgeois life in his native country. Thanks to Anedda, a corrupt police inspector, and after giving away for... Leer todo","Arrivederci amore, ciao",tt0325011,Thriller
"6,0",Desconocido,Desconocido,,5ive!,tt0327389,Thriller
"5,6","Dirección
David Von Roehm
Guión
Spencer DavidMike LetiziaChad Perks
Reparto principal
Natalie E. AlexanderChristine ChervenakTony Devon",Spencer DavidMike LetiziaChad Perks,A troubled priest witnesses a father's assault on his daughter then takes revenge.,Mystery of the Bloody Mansion,tt0198794,Thriller
"7,3",Desconocido,Kelly Masterson,"Cuando dos hermanos organizan un atraco en la joyería de sus padres, el trabajo sale terriblemente mal, desencadenando una serie de eventos que los conducen, junto a su padre y la esposa de uno de los hermanos, hacia un clímax demoledor.",Before the Devil Knows You're Dead,tt0292963,Thriller
Desconocido,"Dirección
Anton Vassil",Desconocido,Astronaut discovers plots of sabotage within the space agency.,ISS Space Agency,tt0399976,Thriller
"3,2",Desconocido,Justin BeaupreAndrew CappellettiTim Durr,"Haunted by her sister's mysterious disappearance many years ago at Green River, Charisma Kavanagh (Danielle Franke) returns to silence her ghosts and make peace with the past.",Green River,tt0403085,Thriller
"6,0","Dirección
Pater Sparrow
Guión
Judit GóczánBéla HamvasStanislaw Lem
Reparto principal
Zoltán MucsiLászló SinkóPál Mácsai",Judit GóczánBéla HamvasStanislaw Lem,"A bookshop renowned for its rare works is mysteriously and completely filled with copies of a book entitled 1, which doesn't appear to have a publisher or author.",1,tt0408060,Thriller
"3,3","Dirección
Erik de Castro
Guión
Erico BeduschiHeber TrigueiroErik de Castro
Reparto principal
Michael MadsenCarolina GómezSelton Mello",Erico BeduschiHeber TrigueiroErik de Castro,"A dangerous drug lord operates in Brasilia, the federal capital of Brazil. To capture him, the police will do whatever is necessary. Caught in the middle is a frightened population. ""Federals"" exposes the reality of a country that today is an important route for international drug-trafficking.",Federal,tt0463311,Thriller
"7,4","Dirección
Mark Tierney
Guión
Jeremy HenmanLaurence ScottMark Tierney
Reparto principal
Michael GrecoSteven BerkoffJake Maskall",Jeremy HenmanLaurence ScottMark Tierney,"About a man (Greco), who runs from north to south London and the problems he encounters on the way. It is a tense psychological drama of jealousy, passion and paranoia based on cult classic ""The Swimmer"".",Moving Target,tt0439724,Thriller
"4,6","Dirección
Charlotte Silvera
Guión
Lyudmila RazumovskayaCharlotte Silvera
Reparto principal
Carmen MauraJulie DurandRenaud Cestre",Lyudmila RazumovskayaCharlotte Silvera,"When a group of charming teenagers ring the bell of their high school headmistress (Carmen Maura) with a big bouquet of flowers and a birthday present, we are far from thinking that they are the protagonist of a machiavellian plan. Alice Nabat invites this group of jolly young people to have a drink, not knowing that once the door has closed behind them, they will bec... Leer todo",Escalade,tt0781441,Thriller
"6,3","Dirección
George Sluizer
Guión
Jim BartonSophie Dix
Reparto principal
River PhoenixJudy DavisJonathan Pryce",Jim BartonSophie Dix,"La vida de Boy, un joven viudo que vive en el desierto en un sitio de pruebas nucleares.",Dark Blood,tt0293069,Thriller
"5,6",Desconocido,Aric CushingCharlotte Perkins GilmanLogan Thomas,"After a devastating fire, Charlotte and John rent a countryside house and attempt to start life over, though Charlotte, upon seeing visions of her deceased daughter, retreats to the house's attic and pulls away from her husband and sister.",The Yellow Wallpaper,tt0790788,Thriller
"2,9","Dirección
Rishi Opel
Guión
Rishi Opel
Reparto principal
Jamie ForemanDanny John-JulesZoë Tapper",Rishi Opel,"British crime drama in which the diverging fortunes of a pair of friends threaten to destroy them both. After a long, hard struggle Vince (Freddie Connor) is finally going places. Set for promotion from a nightclub manager to his dream job overseeing a casino and due to be married to Nancy (Zoe Tapper), Vince is looking forward to the future. In contrast, his childhoo... Leer todo",The Grind,tt0906013,Thriller
"5,7",Desconocido,Elmore LeonardCharles Matthau,"Set in 1974, a pair of '60s radicals rely on their bomb-making skills on their way to becoming capitalists.",Freaky Deaky,tt0938305,Thriller
"6,1",Desconocido,Paul Harris BoardmanScott DerricksonMara Leveritt,El feroz asesinato de tres niños pequeños provoca un polémico juicio de tres adolescentes acusados de matar a los niños como parte de un ritual satánico.,Devil's Knot,tt0804463,Thriller
